Index,PlayerName,Nation,position,Squad,Competition,Age,BirthYear,Full 90s Played,Goals Scored,Total Shots,Shots on Target,Shots on Target%,Shots Per90,Shots on Target P90,Goals Per Shot,G/SOT,Average shot Distance,Shots from free kicks,Penalties created,Penalties attempted,xG,npxg,npxG/Sh,G-xG,npG-npxG
525,Koni De Winter,BEL,DF,Genoa,Serie A,21-187,2002,10.0,0,5,0,0.0,0.50,0.00,0.00,0.00,9.9,0,0,0,0.4,0.4,0.09,-0.4,-0.4
526,Grégoire Defrel,MTQ,"FW,MF",Sassuolo,Serie A,32-182,1991,2.7,0,4,1,25.0,1.46,0.36,0.00,0.00,16.2,0,0,0,0.4,0.4,0.10,-0.4,-0.4
527,Alessandro Deiola,ITA,MF,Cagliari,Serie A,28-137,1995,4.0,0,10,2,20.0,2.52,0.50,0.00,0.00,20.5,1,0,0,1.0,1.0,0.10,-1.0,-1.0
528,Romain Del Castillo,FRA,FW,Brest,Ligue 1,27-262,1996,13.4,5,20,6,30.0,1.49,0.45,0.10,0.33,22.5,0,3,3,3.5,1.2,0.06,+1.5,+0.8
529,Thomas Delaine,FRA,"DF,MF",Strasbourg,Ligue 1,31-267,1992,11.7,0,6,0,0.0,0.51,0.00,0.00,0.00,17.7,0,0,0,0.9,0.9,0.15,-0.9,-0.9
530,Sacha Delaye,FRA,"FW,MF",Montpellier,Ligue 1,21-237,2002,1.1,0,3,1,33.3,2.78,0.93,0.00,0.00,19.2,0,0,0,0.3,0.3,0.10,-0.3,-0.3
531,Hannes Delcroix,BEL,DF,Burnley,Premier League,24-291,1999,2.7,0,4,2,50.0,1.49,0.75,0.00,0.00,11.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4
532,Olivier Deman,BEL,DF,Werder Bremen,Bundesliga,23-254,2000,9.1,1,9,3,33.3,0.99,0.33,0.11,0.33,13.9,0,0,0,0.6,0.6,0.07,+0.4,+0.4
533,Karamoko Dembele,SCO,"MF,FW",Brest,Ligue 1,20-297,2003,0.2,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
534,Ousmane Dembélé,FRA,"MF,FW",Paris S-G,Ligue 1,26-215,1997,9.7,1,27,9,33.3,2.78,0.93,0.04,0.11,15.8,0,0,0,2.9,2.9,0.11,-1.9,-1.9
535,Jessy Deminguet,FRA,"MF,FW",Strasbourg,Ligue 1,25-343,1998,6.3,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
536,Ermedin Demirović,BIH,"MF,FW",Augsburg,Bundesliga,25-266,1998,13.5,7,30,15,50.0,2.22,1.11,0.20,0.40,13.6,0,1,2,6.6,5.0,0.17,+0.4,+1.0
537,Sepp van den Berg,NED,DF,Mainz 05,Bundesliga,21-361,2001,11.5,0,5,2,40.0,0.43,0.17,0.00,0.00,9.3,0,0,0,0.5,0.5,0.09,-0.5,-0.5
538,Leander Dendoncker,BEL,"MF,FW",Aston Villa,Premier League,28-245,1995,0.4,0,1,0,0.0,2.81,0.00,0.00,0.00,22.9,0,0,0,0.0,0.0,0.03,0.0,0.0
539,Rémy Descamps,FRA,GK,Nantes,Ligue 1,27-174,1996,5.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
540,Mikkel Desler,DEN,DF,Toulouse,Ligue 1,28-300,1995,11.0,0,6,0,0.0,0.54,0.00,0.00,0.00,20.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3
541,Arthur Desmas,FRA,GK,Le Havre,Ligue 1,29-253,1994,15.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
542,Mattia Destro,ITA,"FW,MF",Empoli,Serie A,32-271,1991,1.6,0,4,0,0.0,2.43,0.00,0.00,0.00,18.6,0,0,0,0.5,0.5,0.12,-0.5,-0.5
543,Federico Di Francesco,ITA,"FW,MF",Lecce,Serie A,29-185,1994,0.2,1,2,1,50.0,12.00,6.00,0.50,1.00,31.9,0,0,0,0.1,0.1,0.04,+0.9,+0.9
544,Michele Di Gregorio,ITA,GK,Monza,Serie A,26-142,1997,14.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
545,Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,30-134,1993,15.0,1,14,2,14.3,0.93,0.13,0.07,0.50,11.1,0,0,0,1.6,1.6,0.11,-0.6,-0.6
546,Alessandro Di Pardo,ITA,"MF,DF",Cagliari,Serie A,24-151,1999,1.9,0,2,0,0.0,1.05,0.00,0.00,0.00,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
547,Boulaye Dia,SEN,"FW,MF",Salernitana,Serie A,27-030,1996,9.0,4,21,7,33.3,2.33,0.78,0.14,0.43,16.5,0,1,1,3.0,2.2,0.10,+1.0,+0.8
548,Moussa Diaby,FRA,"FW,MF",Aston Villa,Premier League,24-162,1999,11.7,3,26,11,42.3,2.21,0.94,0.12,0.27,16.7,0,0,0,2.7,2.7,0.11,+0.3,+0.3
549,Lamine Diack,SEN,MF,Nantes,Ligue 1,23-031,2000,0.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
550,Mouctar Diakhaby,GUI,"DF,MF",Valencia,La Liga,26-362,1996,7.9,1,6,3,50.0,0.76,0.38,0.17,0.33,13.9,0,0,0,0.7,0.7,0.12,+0.3,+0.3
551,Mamadou Diakhon,FRA,"FW,MF",Reims,Ligue 1,18-085,2005,0.6,0,1,1,100.0,1.61,1.61,0.00,0.00,20.3,0,0,0,0.0,0.0,0.01,0.0,0.0
552,Bafodé Diakité,FRA,DF,Lille,Ligue 1,22-344,2001,7.9,3,8,4,50.0,1.01,0.50,0.38,0.75,8.8,0,0,0,1.0,1.0,0.12,+2.0,+2.0
553,Ibrahim Diakité,GUI,DF,Reims,Ligue 1,20-046,2003,1.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
554,Moussa Diakité,MLI,MF,Cádiz,La Liga,20-042,2003,0.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
555,Oumar Diakité,CIV,FW,Reims,Ligue 1,19-361,2003,6.3,2,12,4,33.3,1.91,0.64,0.17,0.50,16.5,0,0,1,2.1,1.3,0.11,-0.1,+0.7
556,Amadou Diallo,ENG,MF,Newcastle Utd,Premier League,20-304,2003,0.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
557,Assane Diao,ESP,FW,Betis,La Liga,18-100,2005,6.8,2,10,2,20.0,1.47,0.29,0.20,1.00,13.6,0,0,0,1.3,1.3,0.13,+0.7,+0.7
558,Mouhamadou Diarra,FRA,"MF,FW",Strasbourg,Ligue 1,19-347,2004,9.5,1,10,4,40.0,1.05,0.42,0.10,0.25,18.2,0,0,0,0.9,0.9,0.09,+0.1,+0.1
559,Moussa Diarra,MLI,DF,Toulouse,Ligue 1,23-036,2000,7.4,0,2,0,0.0,0.27,0.00,0.00,0.00,9.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
560,Rúben Dias,POR,DF,Manchester City,Premier League,26-216,1997,13.2,0,8,4,50.0,0.61,0.30,0.00,0.00,15.4,0,0,0,0.6,0.6,0.08,-0.6,-0.6
561,Krépin Diatta,SEN,DF,Monaco,Ligue 1,24-294,1999,6.8,0,6,0,0.0,0.89,0.00,0.00,0.00,24.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
562,Mory Diaw,SEN,GK,Clermont Foot,Ligue 1,30-177,1993,15.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
563,Mahamadou Diawara,FRA,MF,Lyon,Ligue 1,18-302,2005,3.3,0,5,0,0.0,1.50,0.00,0.00,0.00,14.7,0,0,0,0.7,0.7,0.15,-0.7,-0.7
564,Brahim Díaz,ESP,"MF,FW",Real Madrid,La Liga,24-135,1999,3.9,2,6,4,66.7,1.54,1.03,0.33,0.50,17.6,0,0,0,0.6,0.6,0.10,+1.4,+1.4
565,Luis Díaz,COL,FW,Liverpool,Premier League,26-337,1997,10.3,3,28,9,32.1,2.73,0.88,0.11,0.33,14.6,0,0,0,3.4,3.4,0.12,-0.4,-0.4
566,Víctor Díaz,ESP,"DF,MF",Granada,La Liga,35-187,1988,1.8,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
567,Famara Diedhiou,SEN,"FW,MF",Granada,La Liga,31-001,1992,0.9,0,5,3,60.0,5.56,3.33,0.00,0.00,18.1,0,0,0,0.5,0.5,0.10,-0.5,-0.5
568,Bamba Dieng,SEN,FW,Lorient,Ligue 1,23-268,2000,3.0,1,7,3,42.9,2.30,0.99,0.14,0.33,19.8,1,0,0,1.1,1.1,0.15,-0.1,-0.1
569,Eric Dier,ENG,DF,Tottenham,Premier League,29-335,1994,1.6,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
570,Guillaume Dietsch,FRA,GK,Metz,Ligue 1,22-243,2001,0.8,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
571,Florian Dietz,GER,FW,Köln,Bundesliga,25-135,1998,0.3,0,1,0,0.0,3.33,0.00,0.00,0.00,16.4,0,0,0,0.1,0.1,0.10,-0.1,-0.1
572,Lucas Digne,FRA,DF,Aston Villa,Premier League,30-149,1993,15.5,0,11,3,27.3,0.71,0.19,0.00,0.00,21.2,3,0,0,0.4,0.4,0.03,-0.4,-0.4
573,Federico Dimarco,ITA,DF,Inter,Serie A,26-036,1997,10.9,3,22,10,45.5,2.01,0.91,0.14,0.30,22.1,2,0,0,1.4,1.4,0.06,+1.6,+1.6
574,Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,29-356,1993,17.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
575,Junior Dina Ebimbe,FRA,"MF,DF",Eint Frankfurt,Bundesliga,23-025,2000,9.2,3,24,7,29.2,2.62,0.76,0.13,0.43,16.0,0,0,0,2.5,2.5,0.10,+0.5,+0.5
576,Eren Dinkçi,GER,"FW,MF",Heidenheim,Bundesliga,22-003,2001,11.5,5,22,10,45.5,1.91,0.87,0.23,0.50,21.3,0,0,0,1.4,1.4,0.06,+3.6,+3.6
577,Sinaly Diomande,CIV,DF,Lyon,Ligue 1,22-251,2001,9.9,0,6,1,16.7,0.61,0.10,0.00,0.00,11.1,0,0,0,1.0,1.0,0.17,-1.0,-1.0
578,Edan Diop,FRA,"DF,MF",Monaco,Ligue 1,19-110,2004,0.9,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
579,Issa Diop,FRA,DF,Fulham,Premier League,26-341,1997,7.8,0,3,1,33.3,0.39,0.13,0.00,0.00,16.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
580,Sofiane Diop,FRA,FW,Nice,Ligue 1,23-190,2000,5.3,0,12,5,41.7,2.28,0.95,0.00,0.00,21.5,2,0,0,0.9,0.9,0.08,-0.9,-0.9
581,Andy Diouf,FRA,MF,Lens,Ligue 1,20-213,2003,7.9,0,14,3,21.4,1.78,0.38,0.00,0.00,24.1,1,0,0,0.6,0.6,0.04,-0.6,-0.6
582,Yehvann Diouf,FRA,GK,Reims,Ligue 1,24-030,1999,15.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
583,Axel Disasi,FRA,DF,Chelsea,Premier League,25-280,1998,13.7,1,8,2,25.0,0.58,0.15,0.13,0.50,13.0,0,0,0,0.8,0.8,0.10,+0.2,+0.2
584,Djené,TOG,"MF,DF",Getafe,La Liga,31-350,1991,10.8,0,4,0,0.0,0.37,0.00,0.00,0.00,28.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
585,Koffi Djidji,CIV,DF,Torino,Serie A,31-016,1992,0.3,0,1,0,0.0,3.21,0.00,0.00,0.00,20.9,0,0,0,0.0,0.0,0.02,0.0,0.0
586,Berat Djimsiti,ALB,DF,Atalanta,Serie A,30-300,1993,13.0,0,4,0,0.0,0.31,0.00,0.00,0.00,10.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3
587,Marko Dmitrović,SRB,GK,Sevilla,La Liga,31-326,1992,7.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
588,Ben Doak,SCO,FW,Liverpool,Premier League,18-035,2005,0.2,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
589,Ritsu Doan,JPN,"MF,DF",Freiburg,Bundesliga,25-183,1998,9.8,1,14,8,57.1,1.43,0.82,0.07,0.13,15.6,0,0,0,1.6,1.6,0.11,-0.6,-0.6
590,Lewis Dobbin,ENG,MF,Everton,Premier League,20-347,2003,1.4,1,3,2,66.7,2.18,1.45,0.33,0.50,15.7,0,0,0,0.2,0.2,0.06,+0.8,+0.8
591,Dodô,BRA,DF,Fiorentina,Serie A,25-029,1998,3.0,0,1,1,100.0,0.34,0.34,0.00,0.00,16.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
592,Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,25-169,1998,8.0,1,3,1,33.3,0.37,0.12,0.33,1.00,9.4,0,0,0,0.2,0.2,0.08,+0.8,+0.8
593,Matt Doherty,IRL,"MF,DF",Wolves,Premier League,31-334,1992,4.2,0,3,1,33.3,0.72,0.24,0.00,0.00,11.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2
594,Josh Doig,SCO,DF,Hellas Verona,Serie A,21-212,2002,6.0,0,5,1,20.0,0.84,0.17,0.00,0.00,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
595,Jeremy Doku,BEL,"FW,DF",Manchester City,Premier League,21-203,2002,7.7,2,21,7,33.3,2.72,0.91,0.10,0.29,16.9,0,0,0,0.9,0.9,0.04,+1.1,+1.1
596,Jeremy Doku,BEL,FW,Rennes,Ligue 1,21-203,2002,1.2,1,6,4,66.7,4.86,3.24,0.17,0.25,13.6,0,0,0,0.6,0.6,0.10,+0.4,+0.4
597,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,22-308,2001,3.0,0,1,0,0.0,0.34,0.00,0.00,0.00,17.6,0,0,0,0.0,0.0,0.01,0.0,0.0
598,Mario Dominguez,ESP,FW,Valencia,La Liga,19-309,2004,0.3,0,3,1,33.3,10.80,3.60,0.00,0.00,17.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
599,Nicolás Domínguez,ARG,MF,Nott'ham Forest,Premier League,25-171,1998,7.2,1,10,4,40.0,1.39,0.56,0.10,0.25,15.4,0,0,0,0.6,0.6,0.06,+0.4,+0.4
600,Nicolás Domínguez,ARG,MF,Bologna,Serie A,25-171,1998,1.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
601,Giulio Donati,ITA,DF,Monza,Serie A,33-314,1990,0.1,0,1,1,100.0,9.00,9.00,0.00,0.00,27.3,0,0,0,0.0,0.0,0.02,0.0,0.0
602,Jamie Donley,ENG,FW,Tottenham,Premier League,18-347,2005,0.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
603,Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,24-294,1999,13.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
604,Patrick Dorgu,DEN,DF,Lecce,Serie A,19-051,2004,7.6,0,4,2,50.0,0.53,0.26,0.00,0.00,23.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
605,Niklas Dorsch,GER,MF,Augsburg,Bundesliga,25-335,1998,9.7,0,9,0,0.0,0.93,0.00,0.00,0.00,23.9,2,0,0,0.5,0.5,0.05,-0.5,-0.5
606,Gabriel Dos Santos,BRA,DF,Arsenal,Premier League,25-362,1997,12.3,0,9,0,0.0,0.73,0.00,0.00,0.00,8.6,0,0,0,0.8,0.8,0.09,-0.8,-0.8
607,Alberto Dossena,ITA,DF,Cagliari,Serie A,25-064,1998,14.1,2,8,3,37.5,0.57,0.21,0.25,0.67,9.9,0,0,0,1.1,1.1,0.14,+0.9,+0.9
608,Carlos Dotor,ESP,"MF,FW",Celta Vigo,La Liga,22-276,2001,3.7,0,2,0,0.0,0.54,0.00,0.00,0.00,23.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
609,Abdoulaye Doucouré,MLI,"FW,MF",Everton,Premier League,30-349,1993,15.5,6,28,15,53.6,1.81,0.97,0.21,0.40,12.0,0,0,0,5.1,5.1,0.21,+0.9,+0.9
610,Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,23-342,2000,10.2,0,6,2,33.3,0.59,0.20,0.00,0.00,21.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
611,Ckene Doucouré,COM,FW,Lorient,Ligue 1,21-252,2002,4.5,1,9,5,55.6,2.01,1.12,0.11,0.20,12.6,0,0,0,0.9,0.9,0.10,+0.1,+0.1
612,Désiré Doué,FRA,"MF,FW",Rennes,Ligue 1,18-196,2005,4.9,1,12,3,25.0,2.45,0.61,0.08,0.33,20.3,0,0,0,0.9,0.9,0.07,+0.1,+0.1
613,Guela Doué,FRA,DF,Rennes,Ligue 1,21-060,2002,0.5,0,3,0,0.0,5.87,0.00,0.00,0.00,17.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
614,Alfie Doughty,ENG,"DF,MF",Luton Town,Premier League,23-360,1999,11.8,0,8,0,0.0,0.68,0.00,0.00,0.00,19.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
615,Douglas,BRA,MF,Nantes,Ligue 1,26-337,1997,9.0,0,10,3,30.0,1.11,0.33,0.00,0.00,21.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6
616,Ismaël Doukouré,FRA,"MF,DF",Strasbourg,Ligue 1,20-145,2003,12.8,0,7,0,0.0,0.55,0.00,0.00,0.00,26.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
617,Kamory Doumbia,MLI,MF,Brest,Ligue 1,20-301,2003,3.0,1,6,3,50.0,1.99,0.99,0.17,0.33,17.1,0,0,0,0.5,0.5,0.09,+0.5,+0.5
618,Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,24-136,1999,3.2,2,7,5,71.4,2.18,1.56,0.29,0.40,16.2,0,0,0,1.2,1.2,0.18,+0.8,+0.8
619,Artem Dovbyk,UKR,FW,Girona,La Liga,26-178,1997,9.9,8,37,15,40.5,3.75,1.52,0.19,0.47,12.2,1,1,1,7.3,6.5,0.18,+0.7,+0.5
620,Nikola Dovedan,AUT,"MF,FW",Heidenheim,Bundesliga,29-163,1994,2.5,0,3,1,33.3,1.22,0.41,0.00,0.00,20.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
621,Damion Downs,GER,"FW,MF",Köln,Bundesliga,19-163,2004,0.3,0,1,0,0.0,3.75,0.00,0.00,0.00,6.7,0,0,0,0.2,0.2,0.16,-0.2,-0.2
622,Tommy Doyle,ENG,MF,Wolves,Premier League,22-060,2001,3.0,0,2,0,0.0,0.67,0.00,0.00,0.00,29.6,1,0,0,0.1,0.1,0.03,-0.1,-0.1
623,Radu Drăgușin,ROU,DF,Genoa,Serie A,21-316,2002,16.0,1,11,3,27.3,0.69,0.19,0.09,0.33,12.8,0,0,0,0.9,0.9,0.08,+0.1,+0.1
624,Dion Drena Beljo,CRO,"FW,MF",Augsburg,Bundesliga,21-290,2002,3.9,2,9,5,55.6,2.28,1.27,0.22,0.40,13.5,0,0,0,1.2,1.2,0.14,+0.8,+0.8
625,Domingos Duarte,POR,DF,Getafe,La Liga,28-281,1995,7.4,0,1,0,0.0,0.13,0.00,0.00,0.00,2.8,0,0,0,0.3,0.3,0.27,-0.3,-0.3
626,Rubén Duarte,ESP,DF,Alavés,La Liga,28-059,1995,9.2,1,8,3,37.5,0.87,0.32,0.13,0.33,25.9,1,0,0,0.2,0.2,0.03,+0.8,+0.8
627,Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,34-335,1989,2.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
628,Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,29-284,1994,13.1,7,23,11,47.8,1.76,0.84,0.22,0.45,19.8,6,2,3,5.0,2.5,0.11,+2.0,+2.5
629,Ondrej Duda,SVK,MF,Hellas Verona,Serie A,29-011,1994,11.7,1,11,3,27.3,0.94,0.26,0.09,0.33,21.2,1,0,0,1.1,1.1,0.10,-0.1,-0.1
630,Denzel Dumfries,NED,DF,Inter,Serie A,27-242,1996,10.3,2,13,3,23.1,1.26,0.29,0.15,0.67,12.6,0,0,0,1.1,1.1,0.09,+0.9,+0.9
631,Paul Dummett,WAL,DF,Newcastle Utd,Premier League,32-081,1991,0.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
632,Alfred Duncan,GHA,MF,Fiorentina,Serie A,30-281,1993,9.9,1,12,3,25.0,1.21,0.30,0.08,0.33,22.2,0,0,0,1.0,1.0,0.08,0.0,0.0
633,Lewis Dunk,ENG,DF,Brighton,Premier League,32-025,1991,12.7,1,16,3,18.8,1.26,0.24,0.06,0.33,15.5,4,0,0,1.6,1.6,0.10,-0.6,-0.6
634,Jhon Durán,COL,"FW,MF",Aston Villa,Premier League,20-003,2003,1.1,2,7,3,42.9,6.24,2.67,0.29,0.67,20.2,0,0,0,0.8,0.8,0.11,+1.2,+1.2
635,Hugo Duro,ESP,FW,Valencia,La Liga,24-036,1999,14.5,7,30,14,46.7,2.07,0.96,0.23,0.50,11.3,2,0,0,6.5,6.5,0.22,+0.5,+0.5
636,Jean-Kevin Duverne,HAI,DF,Nantes,Ligue 1,26-157,1997,9.1,0,4,1,25.0,0.44,0.11,0.00,0.00,20.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3
637,Paulo Dybala,ARG,"MF,FW",Roma,Serie A,30-031,1993,8.9,4,23,9,39.1,2.58,1.01,0.09,0.22,20.4,2,2,2,4.2,2.6,0.11,-0.2,-0.6
638,Aron Dønnum,NOR,"FW,MF",Toulouse,Ligue 1,25-240,1998,8.2,0,10,4,40.0,1.21,0.49,0.00,0.00,19.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
639,Festy Ebosele,IRL,DF,Udinese,Serie A,21-136,2002,10.8,0,4,1,25.0,0.37,0.09,0.00,0.00,19.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
640,Enzo Ebosse,CMR,DF,Udinese,Serie A,24-280,1999,0.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
641,Tyronne Ebuehi,NGA,DF,Empoli,Serie A,28-000,1995,8.6,0,4,1,25.0,0.46,0.12,0.00,0.00,15.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
642,Ederson,BRA,GK,Manchester City,Premier League,30-121,1993,15.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
643,Éderson,BRA,MF,Atalanta,Serie A,24-162,1999,14.2,4,19,6,31.6,1.34,0.42,0.21,0.67,19.0,0,0,0,1.4,1.4,0.07,+2.6,+2.6
644,Odsonne Édouard,FRA,FW,Crystal Palace,Premier League,25-334,1998,13.8,6,39,15,38.5,2.83,1.09,0.15,0.40,13.8,2,0,0,5.0,5.0,0.13,+1.0,+1.0
645,John Egan,IRL,DF,Sheffield Utd,Premier League,31-057,1992,5.4,0,3,1,33.3,0.56,0.19,0.00,0.00,10.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
646,Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,27-008,1996,13.5,0,18,2,11.1,1.34,0.15,0.00,0.00,21.5,0,0,0,1.0,1.0,0.06,-1.0,-1.0
647,Lilian Egloff,GER,"MF,DF",Stuttgart,Bundesliga,21-118,2002,1.2,0,3,0,0.0,2.55,0.00,0.00,0.00,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2
648,Kingsley Ehizibue,NED,"MF,DF",Udinese,Serie A,28-205,1995,0.1,0,1,0,0.0,10.00,0.00,0.00,0.00,19.5,0,0,0,0.0,0.0,0.03,0.0,0.0
649,Hjalmar Ekdal,SWE,DF,Burnley,Premier League,25-056,1998,1.2,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
650,Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,21-179,2002,0.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
651,Emmanuel Ekong,SWE,FW,Empoli,Serie A,21-174,2002,0.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
652,Caleb Ekuban,GHA,"FW,DF",Genoa,Serie A,29-268,1994,3.9,0,11,2,18.2,2.83,0.51,0.00,0.00,17.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7
653,Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,Premier League,21-233,2002,12.2,3,27,11,40.7,2.21,0.90,0.11,0.27,15.9,0,0,0,1.8,1.8,0.07,+1.2,+1.2
654,Simon Elisor,FRA,FW,Metz,Ligue 1,24-147,1999,7.3,1,9,5,55.6,1.23,0.68,0.11,0.20,17.3,0,0,1,2.1,1.3,0.14,-1.1,-0.3
655,Harvey Elliott,ENG,MF,Liverpool,Premier League,20-256,2003,3.4,1,13,3,23.1,3.77,0.87,0.08,0.33,24.2,0,0,0,0.4,0.4,0.03,+0.6,+0.6
656,Elif Elmas,MKD,"FW,MF",Napoli,Serie A,24-083,1999,3.8,2,6,6,100.0,1.59,1.59,0.33,0.33,19.1,0,0,0,0.5,0.5,0.08,+1.5,+1.5
657,Mohamed Elneny,EGY,MF,Arsenal,Premier League,31-158,1992,0.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
658,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,29-263,1994,4.0,0,4,2,50.0,0.99,0.49,0.00,0.00,13.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
659,Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,27-077,1996,10.9,1,8,3,37.5,0.74,0.28,0.13,0.33,11.8,0,0,0,0.4,0.4,0.06,+0.6,+0.6
660,Adri Embarba,ESP,"FW,MF",Almería,La Liga,31-223,1992,11.6,0,26,9,34.6,2.23,0.77,0.00,0.00,25.2,5,0,0,1.0,1.0,0.04,-1.0,-1.0
661,Emanuel Emegha,NED,"FW,MF",Strasbourg,Ligue 1,20-316,2003,9.8,4,21,8,38.1,2.15,0.82,0.19,0.50,12.0,0,0,0,4.2,4.2,0.20,-0.2,-0.2
662,Emerson,BRA,DF,Tottenham,Premier League,24-336,1999,5.7,1,3,1,33.3,0.53,0.18,0.33,1.00,19.0,0,0,0,0.1,0.1,0.03,+0.9,+0.9
663,Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,26-198,1997,10.9,5,31,12,38.7,2.83,1.10,0.16,0.42,10.7,0,0,0,3.9,3.9,0.13,+1.1,+1.1
