Index,PlayerName,Nation,position,Squad,Competition,Age,BirthYear,Full 90s Played,Goals Scored,Total Shots,Shots on Target,Shots on Target%,Shots Per90,Shots on Target P90,Goals Per Shot,G/SOT,Average shot Distance,Shots from free kicks,Penalties created,Penalties attempted,xG,npxg,npxG/Sh,G-xG,npG-npxG
1710,Iñaki Peña ,ESP,GK,Barcelona,La Liga,24-289,1999,3.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1711,Rubén Peña,ESP,"DF,FW",Osasuna,La Liga,32-151,1991,11.0,0,8,2,25.0,0.73,0.18,0.00,0.00,18.5,0,0,0,0.6,0.6,0.07,-0.6,-0.6
1712,Pepín,EQG,"MF,FW",Monza,Serie A,27-124,1996,2.5,0,3,0,0.0,1.22,0.00,0.00,0.00,25.6,2,0,0,0.1,0.1,0.03,-0.1,-0.1
1713,Alberto Perea,ESP,"MF,FW",Granada,La Liga,32-362,1990,0.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1714,Andreas Pereira,BRA,MF,Fulham,Premier League,27-349,1996,12.2,1,15,3,20.0,1.23,0.25,0.07,0.33,22.5,2,0,0,1.1,1.1,0.07,-0.1,-0.1
1715,Danilo Pereira,POR,DF,Paris S-G,Ligue 1,32-098,1991,7.5,0,3,1,33.3,0.40,0.13,0.00,0.00,10.1,0,0,0,0.4,0.4,0.15,-0.4,-0.4
1716,Mathias Pereira Lage,POR,FW,Brest,Ligue 1,27-016,1996,3.5,2,10,5,50.0,2.88,1.44,0.20,0.40,16.7,1,0,0,1.2,1.2,0.12,+0.8,+0.8
1717,Pedro Pereira,POR,DF,Monza,Serie A,25-328,1998,2.7,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1718,Roberto Pereyra,ARG,"FW,MF",Udinese,Serie A,32-343,1991,7.5,1,10,2,20.0,1.34,0.27,0.00,0.00,17.9,0,1,1,1.8,1.0,0.10,-0.8,-1.0
1719,Ayoze Pérez,ESP,FW,Betis,La Liga,30-140,1993,13.0,4,36,12,33.3,2.76,0.92,0.11,0.33,13.1,0,0,0,4.2,4.2,0.12,-0.2,-0.2
1720,Carles Pérez,ESP,"MF,DF",Celta Vigo,La Liga,25-303,1998,3.1,0,8,0,0.0,2.62,0.00,0.00,0.00,20.7,2,0,0,0.5,0.5,0.06,-0.5,-0.5
1721,Francisco Perez,ESP,"MF,FW",Valencia,La Liga,21-098,2002,12.0,1,10,1,10.0,0.84,0.08,0.10,1.00,19.5,0,0,0,0.6,0.6,0.06,+0.4,+0.4
1722,Kike Pérez,ESP,"MF,FW",Rayo Vallecano,La Liga,26-305,1997,5.4,1,12,5,41.7,2.24,0.93,0.08,0.20,19.7,1,0,0,1.7,1.7,0.14,-0.7,-0.7
1723,Nehuén Pérez,ARG,DF,Udinese,Serie A,23-175,2000,15.0,0,10,2,20.0,0.67,0.13,0.00,0.00,13.2,0,0,0,0.8,0.8,0.08,-0.8,-0.8
1724,Mattia Perin,ITA,GK,Juventus,Serie A,31-036,1992,2.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1725,Samuele Perisan,ITA,GK,Empoli,Serie A,26-117,1997,1.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1726,Ivan Perišić,CRO,FW,Tottenham,Premier League,34-317,1989,1.1,0,2,0,0.0,1.75,0.00,0.00,0.00,13.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1727,Romain Perraud,FRA,"DF,FW",Nice,Ligue 1,26-085,1997,1.3,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1728,Lucas Perrin,FRA,DF,Strasbourg,Ligue 1,25-027,1998,13.0,0,8,1,12.5,0.62,0.08,0.00,0.00,16.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4
1729,Máximo Perrone,ARG,MF,Las Palmas,La Liga,20-343,2003,5.3,0,4,1,25.0,0.75,0.19,0.00,0.00,24.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1730,Pavao Pervan,AUT,GK,Wolfsburg,Bundesliga,36-033,1987,3.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1731,Matteo Pessina,ITA,MF,Monza,Serie A,26-239,1997,14.5,1,7,3,42.9,0.48,0.21,0.00,0.00,20.4,0,1,1,1.2,0.4,0.05,-0.2,-0.4
1732,Andrea Petagna,ITA,FW,Cagliari,Serie A,28-169,1995,5.6,0,11,4,36.4,1.97,0.72,0.00,0.00,14.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5
1733,Denis Petrić,SRB,GK,Nantes,Ligue 1,35-206,1988,0.3,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1734,Njegoš Petrović,SRB,"MF,FW",Granada,La Liga,24-151,1999,1.4,0,2,1,50.0,1.38,0.69,0.00,0.00,31.9,1,0,0,0.0,0.0,0.02,0.0,0.0
1735,Đorđe Petrović,SRB,GK,Chelsea,Premier League,24-069,1999,0.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1736,Jens Petter Hauge,NOR,"MF,DF",Eint Frankfurt,Bundesliga,24-065,1999,1.2,0,1,0,0.0,0.81,0.00,0.00,0.00,17.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
1737,Germán Pezzella,ARG,DF,Betis,La Liga,32-172,1991,14.6,0,8,2,25.0,0.55,0.14,0.00,0.00,11.6,0,0,0,0.8,0.8,0.09,-0.8,-0.8
1738,Giuseppe Pezzella,ITA,DF,Empoli,Serie A,26-017,1997,3.7,0,1,1,100.0,0.27,0.27,0.00,0.00,23.3,0,0,0,0.1,0.1,0.10,-0.1,-0.1
1739,Luca Pfeiffer,GER,"FW,MF",Darmstadt 98,Bundesliga,27-118,1996,9.2,0,23,7,30.4,2.51,0.76,0.00,0.00,16.3,0,0,0,1.6,1.6,0.07,-1.6,-1.6
1740,Patric Pfeiffer,GER,DF,Augsburg,Bundesliga,24-118,1999,3.6,0,5,0,0.0,1.38,0.00,0.00,0.00,23.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1741,Maximilian Philipp,GER,"FW,MF",Freiburg,Bundesliga,29-290,1994,2.5,1,6,1,16.7,2.38,0.40,0.17,1.00,12.9,0,0,0,0.4,0.4,0.06,+0.6,+0.6
1742,Kalvin Phillips,ENG,MF,Manchester City,Premier League,28-014,1995,1.0,0,2,0,0.0,1.94,0.00,0.00,0.00,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1743,Jaden Philogene Bidace,ENG,FW,Aston Villa,Premier League,21-311,2002,0.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1744,Roberto Piccoli,ITA,FW,Empoli,Serie A,22-323,2001,0.4,0,1,0,0.0,2.31,0.00,0.00,0.00,16.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1745,Roberto Piccoli,ITA,FW,Lecce,Serie A,22-323,2001,3.1,2,9,2,22.2,2.87,0.64,0.11,0.50,21.1,0,1,1,1.6,0.8,0.09,+0.4,+0.2
1746,Florian Pick,GER,"MF,FW",Heidenheim,Bundesliga,28-099,1995,2.2,0,4,0,0.0,1.80,0.00,0.00,0.00,25.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1747,Jordan Pickford,ENG,GK,Everton,Premier League,29-284,1994,16.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1748,Amos Pieper,GER,DF,Werder Bremen,Bundesliga,25-333,1998,6.0,0,3,0,0.0,0.50,0.00,0.00,0.00,11.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2
1749,Marvin Pieringer,GER,"FW,MF",Heidenheim,Bundesliga,24-073,1999,6.7,1,10,3,30.0,1.50,0.45,0.10,0.33,14.5,0,0,0,0.9,0.9,0.09,+0.1,+0.1
1750,Ronaël Pierre-Gabriel,FRA,DF,Nantes,Ligue 1,25-186,1998,6.6,0,7,0,0.0,1.05,0.00,0.00,0.00,20.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1751,Andrea Pinamonti,ITA,FW,Sassuolo,Serie A,24-211,1999,12.9,5,34,8,23.5,2.63,0.62,0.15,0.63,16.7,0,0,0,2.7,2.7,0.08,+2.3,+2.3
1752,Ethan Pinnock,JAM,DF,Brentford,Premier League,30-201,1993,16.0,1,12,3,25.0,0.75,0.19,0.08,0.33,8.9,0,0,0,1.5,1.5,0.13,-0.5,-0.5
1753,Yeremi Pino,ESP,"MF,FW",Villarreal,La Liga,21-057,2002,5.3,0,9,4,44.4,1.71,0.76,0.00,0.00,12.5,0,0,0,1.4,1.4,0.16,-1.4,-1.4
1754,Lorenzo Pirola,ITA,DF,Salernitana,Serie A,21-299,2002,11.3,0,8,1,12.5,0.71,0.09,0.00,0.00,15.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4
1755,Alassane Pléa,FRA,"FW,MF",M'Gladbach,Bundesliga,30-281,1993,12.1,7,38,12,31.6,3.13,0.99,0.16,0.50,18.5,0,1,1,5.5,4.7,0.12,+1.5,+1.3
1756,Tommaso Pobega,ITA,MF,Milan,Serie A,24-154,1999,3.1,0,5,4,80.0,1.63,1.30,0.00,0.00,16.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1757,Paul Pogba,FRA,MF,Juventus,Serie A,30-276,1993,0.6,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1758,Matteo Politano,ITA,FW,Napoli,Serie A,30-135,1993,10.5,5,28,7,25.0,2.68,0.67,0.14,0.57,20.1,1,1,1,3.1,2.3,0.08,+1.9,+1.7
1759,Julien Ponceau,FRA,MF,Lorient,Ligue 1,23-018,2000,8.5,1,11,4,36.4,1.30,0.47,0.09,0.25,22.7,0,0,0,0.6,0.6,0.06,+0.4,+0.4
1760,Marin Pongračić,CRO,DF,Lecce,Serie A,26-096,1997,15.0,0,8,2,25.0,0.53,0.13,0.00,0.00,13.8,0,0,0,0.8,0.8,0.09,-0.8,-0.8
1761,Nick Pope,ENG,GK,Newcastle Utd,Premier League,31-241,1992,13.9,0,1,0,0.0,0.07,0.00,0.00,0.00,14.3,0,0,0,0.0,0.0,0.03,0.0,0.0
1762,Pedro Porro,ESP,DF,Tottenham,Premier League,24-094,1999,16.0,0,28,4,14.3,1.75,0.25,0.00,0.00,20.5,2,0,0,1.8,1.8,0.06,-1.8,-1.8
1763,Portu,ESP,FW,Getafe,La Liga,31-209,1992,1.1,0,1,1,100.0,0.93,0.93,0.00,0.00,8.5,0,0,0,0.2,0.2,0.16,-0.2,-0.2
1764,Portu,ESP,"MF,FW",Girona,La Liga,31-209,1992,2.6,1,5,2,40.0,1.96,0.78,0.20,0.50,9.3,0,0,0,0.6,0.6,0.11,+0.4,+0.4
1765,Stefan Posch,AUT,DF,Bologna,Serie A,26-216,1997,8.7,0,6,2,33.3,0.69,0.23,0.00,0.00,16.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5
1766,Yussuf Poulsen,DEN,FW,RB Leipzig,Bundesliga,29-184,1994,7.6,3,17,11,64.7,2.23,1.45,0.18,0.27,12.1,0,0,0,3.0,3.0,0.18,0.0,0.0
1767,José Pozo,ESP,"MF,FW",Rayo Vallecano,La Liga,27-276,1996,0.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1768,Alejandro Pozo Pozo,ESP,DF,Almería,La Liga,24-297,1999,6.4,0,2,2,100.0,0.31,0.31,0.00,0.00,21.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1769,Beñat Prados,ESP,"MF,DF",Athletic Club,La Liga,22-311,2001,2.5,0,4,3,75.0,1.57,1.18,0.00,0.00,13.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4
1770,Matteo Prati,ITA,MF,Cagliari,Serie A,19-353,2003,9.3,0,15,2,13.3,1.61,0.21,0.00,0.00,23.2,1,0,0,0.9,0.9,0.06,-0.9,-0.9
1771,Abdón Prats,ESP,FW,Mallorca,La Liga,31-009,1992,6.9,5,13,7,53.8,1.89,1.02,0.38,0.71,15.3,1,0,0,1.7,1.7,0.13,+3.3,+3.3
1772,Sanjin Prcić,BIH,MF,Strasbourg,Ligue 1,30-026,1993,1.0,0,1,0,0.0,1.02,0.00,0.00,0.00,27.6,0,0,0,0.0,0.0,0.01,0.0,0.0
1773,Grischa Prömel,GER,MF,Hoffenheim,Bundesliga,28-341,1995,11.6,2,14,6,42.9,1.21,0.52,0.14,0.33,14.1,0,0,0,2.2,2.2,0.16,-0.2,-0.2
1774,Ivan Provedel,ITA,GK,Lazio,Serie A,29-274,1994,15.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1775,Pubill,ESP,DF,Almería,La Liga,20-179,2003,3.0,0,1,0,0.0,0.33,0.00,0.00,0.00,27.7,0,0,0,0.0,0.0,0.02,0.0,0.0
1776,Gustavo Puerta,COL,"MF,FW",Leverkusen,Bundesliga,20-146,2003,0.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1777,Antonio Puertas,ESP,"MF,FW",Granada,La Liga,31-298,1992,5.9,0,13,3,23.1,2.22,0.51,0.00,0.00,16.4,0,0,1,1.9,1.1,0.09,-1.9,-1.1
1778,Arnau Puigmal,ESP,"FW,DF",Almería,La Liga,22-340,2001,2.7,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1779,Christian Pulisic,USA,"FW,MF",Milan,Serie A,25-089,1998,9.8,5,18,11,61.1,1.84,1.13,0.28,0.45,15.2,0,0,0,2.3,2.3,0.13,+2.7,+2.7
1780,George Pușcaș,ROU,FW,Genoa,Serie A,27-252,1996,2.1,0,11,5,45.5,5.18,2.36,0.00,0.00,12.9,0,0,0,2.1,2.1,0.19,-2.1,-2.1
1781,Jarrell Quansah,ENG,DF,Liverpool,Premier League,20-321,2003,1.9,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1782,Domingos Quina,POR,MF,Udinese,Serie A,24-028,1999,0.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1783,Adrien Rabiot,FRA,MF,Juventus,Serie A,28-257,1995,14.0,2,20,9,45.0,1.43,0.64,0.10,0.22,16.0,0,0,0,1.9,1.8,0.09,+0.1,+0.2
1784,Uroš Račić,SRB,MF,Sassuolo,Serie A,25-274,1998,3.8,0,9,0,0.0,2.36,0.00,0.00,0.00,23.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4
1785,Nemanja Radonjić,SRB,"MF,FW",Torino,Serie A,27-304,1996,4.0,3,12,5,41.7,3.02,1.26,0.25,0.60,16.6,0,0,0,1.7,1.7,0.14,+1.3,+1.3
1786,Ionuț Radu,ROU,GK,Bournemouth,Premier League,26-202,1997,2.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1787,Boris Radunović,SRB,GK,Cagliari,Serie A,27-204,1996,7.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1788,Hamza Rafia,TUN,MF,Lecce,Serie A,24-258,1999,7.5,1,9,2,22.2,1.19,0.27,0.11,0.50,23.7,0,0,0,0.4,0.4,0.05,+0.6,+0.6
1789,Antonio Raillo,ESP,DF,Mallorca,La Liga,32-069,1991,4.9,1,6,2,33.3,1.22,0.41,0.17,0.50,22.5,0,0,0,0.6,0.6,0.09,+0.4,+0.4
1790,Luca Raimund,GER,FW,Stuttgart,Bundesliga,18-251,2005,0.2,0,2,0,0.0,9.00,0.00,0.00,0.00,7.2,0,0,0,0.9,0.9,0.55,-0.9,-0.9
1791,Predrag Rajković,SRB,GK,Mallorca,La Liga,28-046,1995,16.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1792,Jesuran Rak Sakyi,ENG,"MF,FW",Crystal Palace,Premier League,21-072,2002,1.5,0,5,1,20.0,3.31,0.66,0.00,0.00,15.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4
1793,Ivan Rakitić,CRO,MF,Sevilla,La Liga,35-281,1988,13.1,2,29,6,20.7,2.21,0.46,0.07,0.33,26.1,3,0,0,1.2,1.2,0.04,+0.8,+0.8
1794,Ylber Ramadani,ALB,MF,Lecce,Serie A,27-248,1996,13.5,0,17,2,11.8,1.26,0.15,0.00,0.00,27.0,0,0,0,0.7,0.7,0.04,-0.7,-0.7
1795,Largie Ramazani,BEL,"FW,MF",Almería,La Liga,22-292,2001,9.8,2,24,9,37.5,2.44,0.91,0.08,0.22,18.0,1,0,0,2.6,2.6,0.11,-0.6,-0.6
1796,Benito Ramírez,ESP,"FW,MF",Las Palmas,La Liga,28-158,1995,1.1,1,4,2,50.0,3.64,1.82,0.25,0.50,23.0,1,0,0,0.1,0.1,0.04,+0.9,+0.9
1797,Sandro Ramírez,ESP,FW,Las Palmas,La Liga,28-160,1995,5.1,0,12,6,50.0,2.36,1.18,0.00,0.00,21.1,1,0,0,0.6,0.6,0.05,-0.6,-0.6
1798,Chris Ramos,ESP,"FW,MF",Cádiz,La Liga,26-332,1997,12.8,4,25,9,36.0,1.95,0.70,0.16,0.44,11.9,0,0,0,2.9,2.9,0.12,+1.1,+1.1
1799,Gonçalo Ramos,POR,FW,Paris S-G,Ligue 1,22-179,2001,7.5,3,22,8,36.4,2.94,1.07,0.14,0.38,13.5,0,0,0,3.4,3.4,0.15,-0.4,-0.4
1800,Sergio Ramos,ESP,DF,Sevilla,La Liga,37-261,1986,6.0,0,9,4,44.4,1.51,0.67,0.00,0.00,13.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6
1801,Aaron Ramsdale,ENG,GK,Arsenal,Premier League,25-216,1998,5.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1802,Aaron Ramsey,ENG,"FW,MF",Burnley,Premier League,20-329,2003,2.9,0,3,1,33.3,1.05,0.35,0.00,0.00,18.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1803,Jacob Ramsey,ENG,"FW,MF",Aston Villa,Premier League,22-202,2001,1.5,1,3,2,66.7,1.97,1.31,0.33,0.50,17.9,0,0,0,0.2,0.2,0.06,+0.8,+0.8
1804,Luca Ranieri,ITA,DF,Fiorentina,Serie A,24-237,1999,6.4,0,1,0,0.0,0.16,0.00,0.00,0.00,10.8,0,0,0,0.0,0.0,0.02,0.0,0.0
1805,Filippo Ranocchia,ITA,MF,Empoli,Serie A,22-216,2001,4.1,0,5,2,40.0,1.23,0.49,0.00,0.00,26.7,1,0,0,0.2,0.2,0.03,-0.2,-0.2
1806,Grant Ranos,ARM,"FW,MF",M'Gladbach,Bundesliga,20-149,2003,0.5,0,1,0,0.0,2.14,0.00,0.00,0.00,25.0,0,0,0,0.0,0.0,0.03,0.0,0.0
1807,Raphinha,BRA,"FW,MF",Barcelona,La Liga,27-002,1996,4.8,2,25,11,44.0,5.18,2.28,0.08,0.18,18.6,4,0,0,2.9,2.9,0.12,-0.9,-0.9
1808,Nicolai Rapp,GER,DF,Werder Bremen,Bundesliga,27-003,1996,0.8,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1809,Elba Rashani,KVX,"MF,FW",Clermont Foot,Ligue 1,30-221,1993,5.1,0,6,1,16.7,1.17,0.19,0.00,0.00,14.7,0,0,0,0.8,0.8,0.14,-0.8,-0.8
1810,Marcus Rashford,ENG,FW,Manchester Utd,Premier League,26-046,1997,12.2,2,36,8,22.2,2.95,0.65,0.03,0.13,15.9,1,1,1,4.7,3.9,0.11,-2.7,-2.9
1811,Giacomo Raspadori,ITA,"FW,MF",Napoli,Serie A,23-301,2000,9.0,3,40,16,40.0,4.43,1.77,0.08,0.19,20.7,4,0,1,3.3,2.5,0.06,-0.3,+0.5
1812,Andrei Ratiu,ROU,"DF,MF",Rayo Vallecano,La Liga,25-179,1998,2.0,0,1,1,100.0,0.50,0.50,0.00,0.00,13.8,0,0,0,0.0,0.0,0.01,0.0,0.0
1813,Raúl,ESP,"FW,MF",Osasuna,La Liga,23-043,2000,4.2,1,8,1,12.5,1.91,0.24,0.13,1.00,12.7,0,0,0,0.9,0.9,0.12,+0.1,+0.1
1814,David Raum,GER,DF,RB Leipzig,Bundesliga,25-238,1998,13.7,2,10,4,40.0,0.73,0.29,0.20,0.50,20.5,3,0,0,0.6,0.6,0.06,+1.4,+1.4
1815,David Raya,ESP,GK,Arsenal,Premier League,28-092,1995,11.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1816,Tim Ream,USA,DF,Fulham,Premier League,36-072,1987,12.7,1,1,1,100.0,0.08,0.08,1.00,1.00,1.3,0,0,0,1.0,1.0,0.96,0.0,0.0
1817,Abderrahman Rebbach,ALG,"FW,MF",Alavés,La Liga,25-127,1998,4.7,1,10,3,30.0,2.12,0.64,0.10,0.33,17.1,0,0,0,0.5,0.5,0.05,+0.5,+0.5
1818,Nathan Redmond,ENG,"MF,FW",Burnley,Premier League,29-285,1994,1.3,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1819,Harrison Reed,ENG,MF,Fulham,Premier League,28-323,1995,8.5,0,3,0,0.0,0.35,0.00,0.00,0.00,25.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1820,Sergio Reguilón,ESP,DF,Manchester Utd,Premier League,27-000,1996,4.5,0,4,0,0.0,0.89,0.00,0.00,0.00,18.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1821,Bobby Reid,JAM,FW,Fulham,Premier League,30-317,1993,7.2,3,14,4,28.6,1.93,0.55,0.21,0.75,15.8,0,0,0,2.8,2.8,0.20,+0.2,+0.2
1822,Tijjani Reijnders,NED,MF,Milan,Serie A,25-140,1998,13.9,1,22,3,13.6,1.58,0.22,0.05,0.33,16.8,0,0,0,2.2,2.2,0.10,-1.2,-1.2
1823,Reinier,BRA,"MF,FW",Frosinone,Serie A,21-331,2002,5.8,1,5,3,60.0,0.87,0.52,0.20,0.33,11.0,0,0,0,0.7,0.7,0.14,+0.3,+0.3
1824,Rocco Reitz,GER,MF,M'Gladbach,Bundesliga,21-201,2002,11.4,4,15,6,40.0,1.31,0.53,0.27,0.67,15.2,0,0,0,2.1,2.1,0.14,+1.9,+1.9
1825,Álex Remiro,ESP,GK,Real Sociedad,La Liga,28-267,1995,16.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1826,Guillaume Restes,FRA,GK,Toulouse,Ligue 1,18-280,2005,15.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1827,Mateo Retegui,ITA,FW,Genoa,Serie A,24-231,1999,8.8,3,19,8,42.1,2.17,0.91,0.16,0.38,12.5,0,0,0,2.1,2.1,0.11,+0.9,+0.9
1828,Marco Reus,GER,"MF,FW",Dortmund,Bundesliga,34-199,1989,9.3,3,17,8,47.1,1.83,0.86,0.18,0.38,13.7,3,0,0,2.4,2.4,0.14,+0.6,+0.6
1829,Elvis Rexhbeçaj,GER,MF,Augsburg,Bundesliga,26-045,1997,13.3,2,17,2,11.8,1.28,0.15,0.06,0.50,25.5,0,1,1,1.4,0.6,0.03,+0.6,+0.4
1830,Gio Reyna,USA,"MF,FW",Dortmund,Bundesliga,21-033,2002,2.0,0,5,1,20.0,2.46,0.49,0.00,0.00,17.2,0,0,0,0.6,0.6,0.12,-0.6,-0.6
1831,Chadi Riad,MAR,DF,Betis,La Liga,20-182,2003,10.3,0,6,2,33.3,0.59,0.20,0.00,0.00,10.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1832,Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,24-129,1999,12.4,0,8,1,12.5,0.65,0.08,0.00,0.00,11.0,0,0,0,0.8,0.8,0.09,-0.8,-0.8
1833,Samuele Ricci,ITA,MF,Torino,Serie A,22-117,2001,9.5,0,11,2,18.2,1.16,0.21,0.00,0.00,27.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4
1834,Declan Rice,ENG,MF,Arsenal,Premier League,24-336,1999,15.4,3,21,6,28.6,1.37,0.39,0.14,0.50,20.5,1,0,0,1.3,1.3,0.06,+1.7,+1.7
1835,Chris Richards,USA,"MF,DF",Crystal Palace,Premier League,23-263,2000,4.3,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1836,Amir Richardson,MAR,MF,Reims,Ligue 1,21-326,2002,8.5,3,9,6,66.7,1.06,0.71,0.33,0.50,15.8,0,0,0,1.1,1.1,0.12,+1.9,+1.9
1837,Richarlison,BRA,FW,Tottenham,Premier League,26-220,1997,7.9,4,31,11,35.5,3.94,1.40,0.13,0.36,12.6,0,0,0,4.1,4.1,0.13,-0.1,-0.1
1838,Marco Richter,GER,"MF,FW",Mainz 05,Bundesliga,26-022,1997,4.1,1,24,5,20.8,5.90,1.23,0.04,0.20,21.1,2,0,0,1.2,1.2,0.05,-0.2,-0.2
1839,Diego Rico,ESP,DF,Getafe,La Liga,30-296,1993,10.8,0,7,1,14.3,0.65,0.09,0.00,0.00,26.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2
1840,Clemens Riedel,GER,DF,Darmstadt 98,Bundesliga,20-150,2003,2.2,0,3,2,66.7,1.34,0.90,0.00,0.00,22.4,0,0,0,0.0,0.0,0.01,0.0,0.0
1841,Fabian Rieder,SUI,MF,Rennes,Ligue 1,21-303,2002,2.6,0,2,1,50.0,0.77,0.39,0.00,0.00,21.5,1,0,0,0.2,0.2,0.09,-0.2,-0.2
1842,Jaïro Riedewald,NED,"MF,FW",Crystal Palace,Premier League,27-098,1996,1.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1843,Manuel Riemann,GER,GK,Bochum,Bundesliga,35-098,1988,14.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1844,Luis Rioja,ESP,"FW,MF",Alavés,La Liga,30-061,1993,14.0,1,32,11,34.4,2.29,0.79,0.03,0.09,21.9,4,0,0,1.6,1.6,0.05,-0.6,-0.6
1845,Rémy Riou,FRA,GK,Lyon,Ligue 1,36-132,1987,3.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1846,Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,La Liga,23-258,2000,6.0,2,16,9,56.3,2.68,1.51,0.13,0.22,13.7,0,0,0,1.7,1.7,0.11,+0.3,+0.3
1847,Mihailo Ristić,SRB,"DF,MF",Celta Vigo,La Liga,28-046,1995,4.1,0,3,1,33.3,0.74,0.25,0.00,0.00,31.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1848,Matt Ritchie,SCO,"FW,MF",Newcastle Utd,Premier League,34-097,1989,1.1,0,2,1,50.0,1.78,0.89,0.00,0.00,19.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
